SOURCE_SHEET,ROW_TYPE,VT_TEMPLATE_NAME_TXT,VT_VIEW_TYPE_TXT,VT_DISCIPLINE_TXT,VT_VISUAL_STYLE_TXT,VT_DETAIL_LEVEL_TXT,VT_SCALE_TXT,VT_SHADOWS_BOOL,VT_AMBIENT_OCCLUSION_BOOL,VT_SILHOUETTES_BOOL,VT_FILTERS_APPLIED_TXT,VT_PHASE_FILTER_TXT,VT_PURPOSE_TXT,VT_BACKGROUND_IMAGE_TXT,VT_COLOR_SCHEME_TXT,VT_CREATED_BY_TXT,VT_DATE_CREATED_TXT,VT_LAST_MODIFIED_TXT,VT_STATUS_TXT,VT_ISO_COMPLIANCE_TXT,Category: Views,SYS_NAME_TXT,SYS_ABBREVIATION_TXT,SYS_CODE_TXT,SYS_CLASSIFICATION_TXT,SYS_MEDIUM_TXT,SYS_TEMPERATURE_NR,SYS_PRESSURE_NR,SYS_DESIGN_VELOCITY_TXT,COLOR_R_INT,COLOR_G_INT,COLOR_B_INT,SYS_LINE_WEIGHT_INT,SYS_LINE_STYLE_TXT,SYS_MATERIAL_STANDARD_TXT,SYS_INSULATION_TYPE_TXT,SYS_APPLICABLE_STANDARDS_TXT,Category: Duct Systems / Pipe Systems,FLT_NAME_TXT,FLT_CATEGORIES_TXT,FLT_RULES_TXT,FLT_LINE_COLOR_R_INT,FLT_LINE_COLOR_G_INT,FLT_LINE_COLOR_B_INT,FLT_LINE_WEIGHT_INT,FLT_SURFACE_PATTERN_TXT,FLT_CUT_PATTERN_TXT,FLT_TRANSPARENCY_INT,FLT_USED_IN_TEMPLATES_TXT,FLT_STATUS_TXT,LS_NAME_TXT,LS_WEIGHT_INT,LS_PATTERN_TXT,USAGE_TXT,LS_STATUS_TXT,Category: Lines / Detail Items,PH_NAME_TXT,PH_NUMBER_INT,PH_DESCRIPTION_TXT,PH_START_DATE_TXT,PH_END_DATE_TXT,PH_STATUS_TXT,Category: Project Information,WS_NAME_TXT,WS_DISCIPLINE_TXT,WS_TYPE_TXT,WS_OWNER_TXT,WS_DESCRIPTION_TXT,WS_EDITABLE_DEFAULT_BOOL,WS_VISIBLE_DEFAULT_BOOL,TS_NAME_TXT,TS_FONT_NAME_TXT,TS_FONT_SIZE_NR,TS_BOLD_BOOL,TS_ITALIC_BOOL,TS_UNDERLINE_BOOL,TS_WIDTH_FACTOR_NR,TS_STATUS_TXT,Category: Text Notes / Annotations,DS_NAME_TXT,DS_TYPE_TXT,DS_TEXT_SIZE_NR,DS_TEXT_FONT_TXT,DS_TICK_MARK_TXT,DS_TICK_SIZE_NR,DS_UNITS_FORMAT_TXT,DS_PRECISION_TXT,Category: Dimensions / Spot Elevations,BI_FILENAME_TXT,BI_DIMENSIONS_TXT,BI_TOP_COLOR_TXT,BI_BOTTOM_COLOR_TXT,BI_GRADIENT_TYPE_TXT,BI_FILE_LOCATION_TXT,BI_USED_IN_TEMPLATES_TXT,BI_CREATED_DATE_TXT,BI_STATUS_TXT,OS_CATEGORY_TXT,OS_SUBCATEGORY_TXT,OS_PROJECTION_WEIGHT_INT,OS_CUT_WEIGHT_INT,OS_PATTERN_TXT,OS_MATERIAL_TXT,Category: Walls / Floors / Roofs,CP_PALETTE_NAME_TXT,CP_ELEMENT_TYPE_TXT,CP_HEX_CODE_TXT,CP_USE_CASE_TXT,CP_STYLE_TXT,MA_ELEMENT_CATEGORY_TXT,MA_ELEMENT_NAME_TXT,MA_TEMPLATE_COMPLIANCE_TXT,MA_LAST_REVIEWED_DATE_TXT,MA_REVIEWED_BY_TXT,MA_ISSUES_FOUND_TXT,MA_ACTION_REQUIRED_TXT,MA_PRIORITY_TXT,MA_STATUS_TXT,MA_NOTES_TXT,SPARE_PARAM_01_TXT,SPARE_PARAM_02_TXT,SPARE_PARAM_03_TXT,SPARE_PARAM_04_NR,SPARE_PARAM_05_INT,Category: Generic Models,PARAMETER_NAME,GUID,DATATYPE,GROUP,DESCRIPTION,Template_Name,View_Type,Discipline,Scale,Detail_Level,Visual_Style,Show_Hidden,Shadows,Ambient_Shadows,Silhouettes,Phase_Filter,VG_Scheme,Filters_Applied,Default_Workset,View_Range,Underlay,Show_Grids,Show_Levels,Show_Sections,Background_R,Background_G,Background_B,Purpose,ISO_Code,Style_Reference,Sketchy_Lines,Transparency,Background_Type,Exposure,Saturation,Contrast,White_Point,Filters,Schedule Name,Category,Fields,Sorting,Formulas,Header_Color,Text_Color,Background_Color
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS_ITALIC_BOOL,53f2ce73-56a8-4b6b-a607-a5256ca163ca,YESNO,TPL_TRACKING,Italic text [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS_NAME_TXT,20f7ea6d-6171-4a0e-89b7-e456155106ac,TEXT,TPL_TRACKING,Text style name [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS_STATUS_TXT,1c92cd35-b5ad-4d5c-8954-9aa37cd116a3,TEXT,TPL_TRACKING,Text style status [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS_UNDERLINE_BOOL,bdaa43c3-f722-4af1-93e1-d02da214a866,YESNO,TPL_TRACKING,Underlined text [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USAGE_TXT,c7aa8b9c-53be-4b40-9dc8-3ca723a4a720,TEXT,TPL_TRACKING,Text style usage [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS_WIDTH_FACTOR_NR,bbfcb884-5fb0-45b2-aac0-946deb714973,NUMBER,TPL_TRACKING,Text width factor [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_AMBIENT_OCCLUSION_BOOL,ae6e8503-c335-4a4e-9e9e-b1f24aed6e6c,YESNO,TPL_TRACKING,Ambient occlusion enabled [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_BACKGROUND_IMAGE_TXT,d4d1d2ce-a3ba-4633-afa1-ac49dfa5ae38,TEXT,TPL_TRACKING,Background image filename [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_COLOR_SCHEME_TXT,b52a4ede-e27b-4fc2-a867-2bf60f1f8dc5,TEXT,TPL_TRACKING,Color scheme applied [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_CREATED_BY_TXT,58f258f3-83cb-4580-a1d9-1db8b10b41f0,TEXT,TPL_TRACKING,Template creator [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_DATE_CREATED_TXT,5f97c1d7-f4ad-457a-9eac-591585cfc627,TEXT,TPL_TRACKING,Date template created [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_DETAIL_LEVEL_TXT,5ebb47b9-ec84-4b5d-8f92-b2505e72fffb,TEXT,TPL_TRACKING,"Detail level (Coarse, Medium, Fine) [ISO 19650-1:2018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_DISCIPLINE_TXT,09386aff-7006-4676-b7f1-d35ae50abb31,TEXT,TPL_TRACKING,"Discipline (Architecture, Structure, MEP) [ISO 19650-1:2018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_FILTERS_APPLIED_TXT,782924d4-c5c9-42a5-9b3e-e4ab82e357b7,TEXT,TPL_TRACKING,Filters applied to template [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_ISO_COMPLIANCE_TXT,98f5015e-f788-43c3-8bfc-f185040c5d23,TEXT,TPL_TRACKING,ISO 19650 compliance status [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_LAST_MODIFIED_TXT,5ddaca17-fca1-4139-864e-625b18da5607,TEXT,TPL_TRACKING,Last modification date [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_PHASE_FILTER_TXT,bd85bc44-68ea-4481-b0e0-9f8004fcaf0b,TEXT,TPL_TRACKING,Phase filter applied [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_PURPOSE_TXT,271004a6-2d40-402d-bfe7-f52c18e1be90,TEXT,TPL_TRACKING,Template purpose description [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_SCALE_TXT,f542776f-ff19-4ae9-9327-cf9261c59f8b,TEXT,TPL_TRACKING,View scale [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_SHADOWS_BOOL,bd39c2cf-1ba3-42ad-87f5-39bf25ec91fb,YESNO,TPL_TRACKING,Shadows enabled [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_SILHOUETTES_BOOL,7866511b-90b5-421a-80e7-2b6dd258c608,YESNO,TPL_TRACKING,Silhouettes enabled [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_STATUS_TXT,a2027425-145d-4349-9ff8-318c5e4c9d4e,TEXT,TPL_TRACKING,Template status [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_TEMPLATE_NAME_TXT,0411de04-abf2-4d80-862c-068ac46a593c,TEXT,TPL_TRACKING,View template name [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_VIEW_TYPE_TXT,8dd2e735-f00f-45cd-8ff5-f339e352efab,TEXT,TPL_TRACKING,"View type (FloorPlan, Section, etc.) [ISO 19650-1:2018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT_VISUAL_STYLE_TXT,58999b66-3923-4ee8-b5f7-3fe2b130e131,TEXT,TPL_TRACKING,Visual style setting [ISO 19650-1:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WS_DESCRIPTION_TXT,aad10304-92fe-424a-acb0-5699134837f9,TEXT,TPL_TRACKING,Workset description [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WS_DISCIPLINE_TXT,5e0aa190-15fc-4826-b789-74c582fb755e,TEXT,TPL_TRACKING,Workset discipline [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WS_EDITABLE_DEFAULT_BOOL,43300beb-e9bc-484d-baa2-33ca812191b2,YESNO,TPL_TRACKING,Editable by default [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WS_NAME_TXT,7bc9b3de-0d80-48f1-a017-c0bd7fa035a3,TEXT,TPL_TRACKING,Workset name [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WS_OWNER_TXT,793f0a0c-df6f-4dc9-a18b-cee7c99dfebf,TEXT,TPL_TRACKING,Workset owner [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WS_TYPE_TXT,421ba4c2-fa9f-4d05-b870-074d4769c6e7,TEXT,TPL_TRACKING,Workset type [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAMETER_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WS_VISIBLE_DEFAULT_BOOL,5f114a83-0645-4885-892a-ad18d2a54ec5,YESNO,TPL_TRACKING,Visible by default [ISO 19650-2:2018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_200_Site,FloorPlan,Architectural,1:200,Coarse,HiddenLine,No,Yes,No,No,Show All,Site Context,Site Elements,SITE-TOPO,Site,,Yes,Yes,No,255.0,255.0,255.0,Site context and survey plan,A-SITE,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_100_GA,FloorPlan,Architectural,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Standard Architectural,New Construction,ARCH-WALL-EXTERIOR,Standard,,Yes,Yes,Yes,255.0,255.0,255.0,General arrangement plan,A-GA,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_100_Demo,FloorPlan,Architectural,1:100,Medium,HiddenLine,No,No,No,No,Show Previous + Demo,Demolition,Existing;Demolition,ARCH-WALL-EXTERIOR,Standard,Existing,Yes,Yes,No,255.0,255.0,255.0,Demolition plan,A-DEMO,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_100_Furniture,FloorPlan,Architectural,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Furniture Layout,Furniture Only,ARCH-FURNITURE,Standard,,No,No,No,255.0,255.0,255.0,Furniture layout plan,A-FURN,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_100_Finishes,FloorPlan,Architectural,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Finishes,Room Color;Floor Finish,ARCH-FLOOR,Standard,,No,No,No,255.0,255.0,255.0,Floor finishes plan,A-FIN,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_100_Area,FloorPlan,Architectural,1:100,Coarse,HiddenLine,No,No,No,No,Show Complete,Area Calculation,Area Boundary,SHARED-ROOMS,Standard,,No,No,No,255.0,255.0,255.0,Area calculation plan,A-AREA,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_50_Detail,FloorPlan,Architectural,1:50,Fine,HiddenLine,Yes,No,No,No,Show Complete,Architectural Detail,New Construction;Fire Rated,ARCH-WALL-EXTERIOR,Standard,,Yes,Yes,Yes,255.0,255.0,255.0,Detailed floor plan,A-DET50,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_25_Assembly,FloorPlan,Architectural,1:25,Fine,HiddenLine,Yes,No,No,No,Show Complete,Assembly Detail,Wall Assembly,ARCH-WALL-EXTERIOR,Detail,,Yes,Yes,No,255.0,255.0,255.0,Wall assembly details,A-ASM25,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_20_Detail,FloorPlan,Architectural,1:20,Fine,HiddenLine,Yes,No,No,No,Show Complete,Construction Detail,,ARCH-WALL-EXTERIOR,Detail,,Yes,Yes,No,255.0,255.0,255.0,Construction details,A-DET20,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_10_Detail,FloorPlan,Architectural,1:10,Fine,HiddenLine,Yes,No,No,No,Show Complete,Joinery Detail,,ARCH-DOOR,Detail,,Yes,Yes,No,255.0,255.0,255.0,Joinery and millwork,A-DET10,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Plan_5_Detail,FloorPlan,Architectural,1:5,Fine,HiddenLine,Yes,No,No,No,Show Complete,Fine Detail,,ARCH-CASEWORK,Detail,,No,No,No,255.0,255.0,255.0,Fine detail drawings,A-DET5,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_RCP_100,CeilingPlan,Architectural,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,RCP Standard,,ARCH-CEILING,RCP,,Yes,No,No,255.0,255.0,255.0,Reflected ceiling plan,A-RCP,,,,,,,,,,,,,,,,,
